LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
fr,activity.ticket.cc_remove,removed ${{removed}} $from CC ${{timestamp}},removed $_removed}} $from CC $_timestamp}},removed $_removed_var_ $from CC $_timestamp_var_,enlevées _removed_var_ $ $ $ de CC _timestamp_var_,enlevées _removed}} $ $ $ de CC _timestamp}},enlevées {{removed}} $ $ $ de CC {{timestamp}},enlevées {{removed}} $$$de CC {{timestamp}},"'activity.ticket.cc_remove':'enlevées {{removed}} $$$de CC {{timestamp}}',",
fr,activity.ticket.comment,commented ${{timestamp}} ${{comment}},commented $_timestamp}} $_comment}},commented $_timestamp_var_ $_comment_var_,commenté $ _timestamp_var_ $ _comment_var_,commenté $ _timestamp}} $ _comment}},commenté $ {{timestamp}} $ {{comment}},commenté ${{timestamp}} ${{comment}},"'activity.ticket.comment':'commenté ${{timestamp}} ${{comment}}',",
fr,activity.ticket.create,created this ticket ${{timestamp}},created this ticket $_timestamp}},created this ticket $_timestamp_var_,créé ce billet $ _timestamp_var_,créé ce billet $ _timestamp}},créé ce billet $ {{timestamp}},créé ce billet ${{timestamp}},"'activity.ticket.create':'créé ce billet ${{timestamp}}',",
fr,activity.ticket.to_from,changed the {{type}} from ${{from}} $to ${{to}} ${{timestamp}},changed the _type}} from $_from}} $to $_to}} $_timestamp}},changed the _type_var_ from $_from_var_ $to $_to_var_ $_timestamp_var_,changé le _type_var_ à partir de $ _from_var_ $ à _to_var_ $ _timestamp_var_,changé le _type}} à partir de $ _from}} $ à _to}} $ _timestamp}},changé le {{type}} à partir de $ {{from}} $ à {{to}} $ {{timestamp}},changé le {{type}} à partir de ${{from}} $à {{to}} ${{timestamp}},"'activity.ticket.to_from':'changé le {{type}} à partir de ${{from}} $à {{to}} ${{timestamp}}',",
fr,admin.address_type.office,Office,Office,Office,Bureau,Bureau,Bureau,Bureau,"'admin.address_type.office':'Bureau',",
fr,admin.address_type.shipping,Shipping,Shipping,Shipping,livraison,livraison,livraison,livraison,"'admin.address_type.shipping':'livraison',",
fr,admin.address.add,Add Address,Add Address,Add Address,Ajouter une adresse,Ajouter une adresse,Ajouter une adresse,Ajouter une adresse,"'admin.address.add':'Ajouter une adresse',",
fr,admin.address.address,Street Address,Street Address,Street Address,Adresse de rue,Adresse de rue,Adresse de rue,Adresse de rue,"'admin.address.address':'Adresse de rue',",
fr,admin.address.city,City,City,City,Ville,Ville,Ville,Ville,"'admin.address.city':'Ville',",
fr,admin.address.country.one,Country,Country,Country,Pays,Pays,Pays,Pays,"'admin.address.country.one':'Pays',",
fr,admin.address.country.other,Countries,Countries,Countries,Des pays,Des pays,Des pays,Des pays,"'admin.address.country.other':'Des pays',",
fr,admin.address.country.select,Select a Country,Select a Country,Select a Country,Choisissez un pays,Choisissez un pays,Choisissez un pays,Choisissez un pays,"'admin.address.country.select':'Choisissez un pays',",
fr,admin.address.label,Type,Type,Type,Type,Type,Type,Type,"'admin.address.label':'Type',",
fr,admin.address.postal_code,Zip,Zip,Zip,Zip *: français,Zip *: français,Zip *: français,Zip *: français,"'admin.address.postal_code':'Zip *: français',",
fr,admin.address.state.one,State,State,State,Etat,Etat,Etat,Etat,"'admin.address.state.one':'Etat',",
fr,admin.address.state.other,States,States,States,États,États,États,États,"'admin.address.state.other':'États',",
fr,admin.address.state.select,Select a State,Select a State,Select a State,Sélectionnez un Etat,Sélectionnez un Etat,Sélectionnez un Etat,Sélectionnez un Etat,"'admin.address.state.select':'Sélectionnez un Etat',",
fr,admin.addresstype.office,Office,Office,Office,Bureau,Bureau,Bureau,Bureau,"'admin.addresstype.office':'Bureau',",
fr,admin.addresstype.shipping,Shipping,Shipping,Shipping,livraison,livraison,livraison,livraison,"'admin.addresstype.shipping':'livraison',",
fr,admin.amount,Amount,Amount,Amount,Montant,Montant,Montant,Montant,"'admin.amount':'Montant',",
fr,admin.approval.one,Approval,Approval,Approval,Approbation,Approbation,Approbation,Approbation,"'admin.approval.one':'Approbation',",
fr,admin.approval.other,Approvals,Approvals,Approvals,Approbations,Approbations,Approbations,Approbations,"'admin.approval.other':'Approbations',",
fr,admin.assignment.one,Assignment Profile,Assignment Profile,Assignment Profile,Affectation d'un profil,Affectation d'un profil,Affectation d'un profil,Affectation d'un profil,"'admin.assignment.one':'Affectation d'un profil',",
fr,admin.assignment.other,Assignment Profiles,Assignment Profiles,Assignment Profiles,Profils d'affectation,Profils d'affectation,Profils d'affectation,Profils d'affectation,"'admin.assignment.other':'Profils d'affectation',",
fr,admin.category.label.children,Sub Categories,Sub Categories,Sub Categories,Sous-catégories,Sous-catégories,Sous-catégories,Sous-catégories,"'admin.category.label.children':'Sous-catégories',",
fr,admin.category.label.cost_amount,Cost Amount,Cost Amount,Cost Amount,Montant des coûts,Montant des coûts,Montant des coûts,Montant des coûts,"'admin.category.label.cost_amount':'Montant des coûts',",
fr,admin.category.label.cost_code,Cost Code,Cost Code,Cost Code,Code des coûts,Code des coûts,Code des coûts,Code des coûts,"'admin.category.label.cost_code':'Code des coûts',",
fr,admin.category.label.cost_currency,Cost Currency,Cost Currency,Cost Currency,Coût devise,Coût devise,Coût devise,Coût devise,"'admin.category.label.cost_currency':'Coût devise',",
fr,admin.category.label.description,Description,Description,Description,Description,Description,Description,Description,"'admin.category.label.description':'Description',",
fr,admin.category.label.general,General,General,General,Général,Général,Général,Général,"'admin.category.label.general':'Général',",
fr,admin.category.label.label,Label,Label,Label,Étiquette,Étiquette,Étiquette,Étiquette,"'admin.category.label.label':'Étiquette',",
fr,admin.category.label.name,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.category.label.name':'prénom',",
fr,admin.category.label.subcategory_label,Sub Category Label,Sub Category Label,Sub Category Label,Sous catégorie Étiquette,Sous catégorie Étiquette,Sous catégorie Étiquette,Sous catégorie Étiquette,"'admin.category.label.subcategory_label':'Sous catégorie Étiquette',",
fr,admin.category.labelCat.issue,Issue,Issue,Issue,Problème,Problème,Problème,Problème,"'admin.category.labelCat.issue':'Problème',",
fr,admin.category.labelCat.trade,Trade,Trade,Trade,Commerce,Commerce,Commerce,Commerce,"'admin.category.labelCat.trade':'Commerce',",
fr,admin.category.labelCat.type,Type,Type,Type,Type,Type,Type,Type,"'admin.category.labelCat.type':'Type',",
fr,admin.category.name.loss_prevention,Loss Prevention,Loss Prevention,Loss Prevention,La prévention des pertes,La prévention des pertes,La prévention des pertes,La prévention des pertes,"'admin.category.name.loss_prevention':'La prévention des pertes',",
fr,admin.category.name.maintenance,Maintenance,Maintenance,Maintenance,entretien,entretien,entretien,entretien,"'admin.category.name.maintenance':'entretien',",
fr,admin.category.name.repair,Repair,Repair,Repair,réparation,réparation,réparation,réparation,"'admin.category.name.repair':'réparation',",
fr,admin.category.one,Category,Category,Category,Catégorie,Catégorie,Catégorie,Catégorie,"'admin.category.one':'Catégorie',",
fr,admin.category.other,Categories,Categories,Categories,Catégories,Catégories,Catégories,Catégories,"'admin.category.other':'Catégories',",
fr,admin.category.search,Search Categories,Search Categories,Search Categories,Recherche Catégories,Recherche Catégories,Recherche Catégories,Recherche Catégories,"'admin.category.search':'Recherche Catégories',",
fr,admin.category.status.active,Active,Active,Active,actif,actif,actif,actif,"'admin.category.status.active':'actif',",
fr,admin.categoryType.one,Category Type,Category Type,Category Type,Catégorie type,Catégorie type,Catégorie type,Catégorie type,"'admin.categoryType.one':'Catégorie type',",
fr,admin.categoryType.other,Category Types,Category Types,Category Types,Catégorie Types,Catégorie Types,Catégorie Types,Catégorie Types,"'admin.categoryType.other':'Catégorie Types',",
fr,admin.company.one,Company,Company,Company,entreprise,entreprise,entreprise,entreprise,"'admin.company.one':'entreprise',",
fr,admin.company.other,Companies,Companies,Companies,Entreprises,Entreprises,Entreprises,Entreprises,"'admin.company.other':'Entreprises',",
fr,admin.contractor.one,Contractor,Contractor,Contractor,Entrepreneur,Entrepreneur,Entrepreneur,Entrepreneur,"'admin.contractor.one':'Entrepreneur',",
fr,admin.contractor.other,Contractors,Contractors,Contractors,Entrepreneurs,Entrepreneurs,Entrepreneurs,Entrepreneurs,"'admin.contractor.other':'Entrepreneurs',",
fr,admin.contractorAssignment.one,Contractor Assignment,Contractor Assignment,Contractor Assignment,Entrepreneur Affectation,Entrepreneur Affectation,Entrepreneur Affectation,Entrepreneur Affectation,"'admin.contractorAssignment.one':'Entrepreneur Affectation',",
fr,admin.contractorAssignment.other,Contractor Assignments,Contractor Assignments,Contractor Assignments,Missions de l'entrepreneur,Missions de l'entrepreneur,Missions de l'entrepreneur,Missions de l'entrepreneur,"'admin.contractorAssignment.other':'Missions de l'entrepreneur',",
fr,admin.email.add,Add Email,Add Email,Add Email,Ajouter Email,Ajouter Email,Ajouter Email,Ajouter Email,"'admin.email.add':'Ajouter Email',",
fr,admin.emailtype.personal,Personal,Personal,Personal,Personnel,Personnel,Personnel,Personnel,"'admin.emailtype.personal':'Personnel',",
fr,admin.emailtype.work,Work,Work,Work,Oeuvre,Oeuvre,Oeuvre,Oeuvre,"'admin.emailtype.work':'Oeuvre',",
fr,admin.general.one,General Setting,General Setting,General Setting,Cadre général,Cadre général,Cadre général,Cadre général,"'admin.general.one':'Cadre général',",
fr,admin.general.other,General Settings,General Settings,General Settings,réglages généraux,réglages généraux,réglages généraux,réglages généraux,"'admin.general.other':'réglages généraux',",
fr,admin.location.label.address.one,Address,Address,Address,Adresse,Adresse,Adresse,Adresse,"'admin.location.label.address.one':'Adresse',",
fr,admin.location.label.address.other,Addresses,Addresses,Addresses,Adresses,Adresses,Adresses,Adresses,"'admin.location.label.address.other':'Adresses',",
fr,admin.location.label.email.one,Email,Email,Email,Email,Email,Email,Email,"'admin.location.label.email.one':'Email',",
fr,admin.location.label.email.other,Email,Email,Email,Email,Email,Email,Email,"'admin.location.label.email.other':'Email',",
fr,admin.location.label.general,General,General,General,Général,Général,Général,Général,"'admin.location.label.general':'Général',",
fr,admin.location.label.location_level,Organization,Organization,Organization,Organisation,Organisation,Organisation,Organisation,"'admin.location.label.location_level':'Organisation',",
fr,admin.location.label.name,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.location.label.name':'prénom',",
fr,admin.location.label.number,Number,Number,Number,Numéro,Numéro,Numéro,Numéro,"'admin.location.label.number':'Numéro',",
fr,admin.location.label.phone_number.one,Phone Number,Phone Number,Phone Number,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.location.label.phone_number.one':'Numéro de téléphone',",
fr,admin.location.label.phone_number.other,Phone Numbers,Phone Numbers,Phone Numbers,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.location.label.phone_number.other':'Numéro de téléphone',",
fr,admin.location.label.status-name,Status,Status,Status,statut,statut,statut,statut,"'admin.location.label.status-name':'statut',",
fr,admin.location.one,Location,Location,Location,Lieu,Lieu,Lieu,Lieu,"'admin.location.one':'Lieu',",
fr,admin.location.other,Locations,Locations,Locations,Emplacements,Emplacements,Emplacements,Emplacements,"'admin.location.other':'Emplacements',",
fr,admin.location.search,Search Locations,Search Locations,Search Locations,Emplacements de recherche,Emplacements de recherche,Emplacements de recherche,Emplacements de recherche,"'admin.location.search':'Emplacements de recherche',",
fr,admin.location.status.closed,Closed,Closed,Closed,Fermé,Fermé,Fermé,Fermé,"'admin.location.status.closed':'Fermé',",
fr,admin.location.status.future,Future,Future,Future,futur,futur,futur,futur,"'admin.location.status.future':'futur',",
fr,admin.location.status.open,Open,Open,Open,Ouvert,Ouvert,Ouvert,Ouvert,"'admin.location.status.open':'Ouvert',",
fr,admin.locationlevel.company,Company,Company,Company,entreprise,entreprise,entreprise,entreprise,"'admin.locationlevel.company':'entreprise',",
fr,admin.locationlevel.department,Department,Department,Department,Département,Département,Département,Département,"'admin.locationlevel.department':'Département',",
fr,admin.locationlevel.district,District,District,District,District,District,District,District,"'admin.locationlevel.district':'District',",
fr,admin.locationlevel.fmd,Facility Management District,Facility Management District,Facility Management District,Facility Management District,Facility Management District,Facility Management District,Facility Management District,"'admin.locationlevel.fmd':'Facility Management District',",
fr,admin.locationlevel.fmu,Facility Management Region,Facility Management Region,Facility Management Region,Facility Management Région,Facility Management Région,Facility Management Région,Facility Management Région,"'admin.locationlevel.fmu':'Facility Management Région',",
fr,admin.locationlevel.label.childOrg,Child Organization(s),Child Organization(s),Child Organization(s),Organisation enfant (s),Organisation enfant (s),Organisation enfant (s),Organisation enfant (s),"'admin.locationlevel.label.childOrg':'Organisation enfant (s)',",
fr,admin.locationlevel.label.general,General,General,General,Général,Général,Général,Général,"'admin.locationlevel.label.general':'Général',",
fr,admin.locationlevel.label.name,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.locationlevel.label.name':'prénom',",
fr,admin.locationlevel.one,Location Level,Location Level,Location Level,Lieu Niveau,Lieu Niveau,Lieu Niveau,Lieu Niveau,"'admin.locationlevel.one':'Lieu Niveau',",
fr,admin.locationlevel.other,Location Levels,Location Levels,Location Levels,Situation Niveaux,Situation Niveaux,Situation Niveaux,Situation Niveaux,"'admin.locationlevel.other':'Situation Niveaux',",
fr,admin.locationlevel.region,Region,Region,Region,Région,Région,Région,Région,"'admin.locationlevel.region':'Région',",
fr,admin.locationlevel.search,Search Location Levels,Search Location Levels,Search Location Levels,Rechercher Position Niveaux,Rechercher Position Niveaux,Rechercher Position Niveaux,Rechercher Position Niveaux,"'admin.locationlevel.search':'Rechercher Position Niveaux',",
fr,admin.locationlevel.store,Store,Store,Store,boutique,boutique,boutique,boutique,"'admin.locationlevel.store':'boutique',",
fr,admin.notification.one,Notification Profile,Notification Profile,Notification Profile,Profil de notification,Profil de notification,Profil de notification,Profil de notification,"'admin.notification.one':'Profil de notification',",
fr,admin.notification.other,Notification Profiles,Notification Profiles,Notification Profiles,Profils de notification,Profils de notification,Profils de notification,Profils de notification,"'admin.notification.other':'Profils de notification',",
fr,admin.person.label.address,Address,Address,Address,Adresse,Adresse,Adresse,Adresse,"'admin.person.label.address':'Adresse',",
fr,admin.person.label.auth_amount,Auth. Amount,Auth. Amount,Auth. Amount,Auth. Montant,Auth. Montant,Auth. Montant,Auth. Montant,"'admin.person.label.auth_amount':'Auth. Montant',",
fr,admin.person.label.change_password,Change,Change,Change,monnaie,monnaie,monnaie,monnaie,"'admin.person.label.change_password':'monnaie',",
fr,admin.person.label.contact,Contact,Contact,Contact,Contactez,Contactez,Contactez,Contactez,"'admin.person.label.contact':'Contactez',",
fr,admin.person.label.credentials,Credentials,Credentials,Credentials,Lettres de créance,Lettres de créance,Lettres de créance,Lettres de créance,"'admin.person.label.credentials':'Lettres de créance',",
fr,admin.person.label.email,Email,Email,Email,Email,Email,Email,Email,"'admin.person.label.email':'Email',",
fr,admin.person.label.employee_id,Employee No.,Employee No.,Employee No.,Numéro d'employé.,Numéro d'employé.,Numéro d'employé.,Numéro d'employé.,"'admin.person.label.employee_id':'Numéro d'employé.',",
fr,admin.person.label.first_name,First Name,First Name,First Name,Prénom,Prénom,Prénom,Prénom,"'admin.person.label.first_name':'Prénom',",
fr,admin.person.label.fullname,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.person.label.fullname':'prénom',",
fr,admin.person.label.general,General,General,General,Général,Général,Général,Général,"'admin.person.label.general':'Général',",
fr,admin.person.label.language,Language,Language,Language,Langue,Langue,Langue,Langue,"'admin.person.label.language':'Langue',",
fr,admin.person.label.last_name,Last Name,Last Name,Last Name,Nom de famille,Nom de famille,Nom de famille,Nom de famille,"'admin.person.label.last_name':'Nom de famille',",
fr,admin.person.label.location,Location,Location,Location,Lieu,Lieu,Lieu,Lieu,"'admin.person.label.location':'Lieu',",
fr,admin.person.label.middle_initial,Middle,Middle,Middle,Milieu,Milieu,Milieu,Milieu,"'admin.person.label.middle_initial':'Milieu',",
fr,admin.person.label.password,Password,Password,Password,Mot de passe,Mot de passe,Mot de passe,Mot de passe,"'admin.person.label.password':'Mot de passe',",
fr,admin.person.label.phone_number.one,Phone Number,Phone Number,Phone Number,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.person.label.phone_number.one':'Numéro de téléphone',",
fr,admin.person.label.phone_number.other,Phone Numbers,Phone Numbers,Phone Numbers,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.person.label.phone_number.other':'Numéro de téléphone',",
fr,admin.person.label.role-name,Role,Role,Role,Rôle,Rôle,Rôle,Rôle,"'admin.person.label.role-name':'Rôle',",
fr,admin.person.label.status,Status,Status,Status,statut,statut,statut,statut,"'admin.person.label.status':'statut',",
fr,admin.person.label.title,Title,Title,Title,Titre,Titre,Titre,Titre,"'admin.person.label.title':'Titre',",
fr,admin.person.label.username,Username,Username,Username,le nom d'utilisateur,le nom d'utilisateur,le nom d'utilisateur,le nom d'utilisateur,"'admin.person.label.username':'le nom d'utilisateur',",
fr,admin.person.one,Person,Person,Person,La personne,La personne,La personne,La personne,"'admin.person.one':'La personne',",
fr,admin.person.other,People,People,People,Personnes,Personnes,Personnes,Personnes,"'admin.person.other':'Personnes',",
fr,admin.person.search,Search People,Search People,Search People,Recherche de membres,Recherche de membres,Recherche de membres,Recherche de membres,"'admin.person.search':'Recherche de membres',",
fr,admin.person.status.active,Active,Active,Active,actif,actif,actif,actif,"'admin.person.status.active':'actif',",
fr,admin.person.status.expired,Expired,Expired,Expired,Expiré,Expiré,Expiré,Expiré,"'admin.person.status.expired':'Expiré',",
fr,admin.person.status.inactive,Inactive,Inactive,Inactive,Inactif,Inactif,Inactif,Inactif,"'admin.person.status.inactive':'Inactif',",
fr,admin.phone.add,Add Phone Number,Add Phone Number,Add Phone Number,Ajouter un numéro de téléphone,Ajouter un numéro de téléphone,Ajouter un numéro de téléphone,Ajouter un numéro de téléphone,"'admin.phone.add':'Ajouter un numéro de téléphone',",
fr,admin.phone.number,Phone Number,Phone Number,Phone Number,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.phone.number':'Numéro de téléphone',",
fr,admin.phone.numbers,Phone Numbers,Phone Numbers,Phone Numbers,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.phone.numbers':'Numéro de téléphone',",
fr,admin.phonenumbertype.mobile,Cell,Cell,Cell,Cellule,Cellule,Cellule,Cellule,"'admin.phonenumbertype.mobile':'Cellule',",
fr,admin.phonenumbertype.office,Office,Office,Office,Bureau,Bureau,Bureau,Bureau,"'admin.phonenumbertype.office':'Bureau',",
fr,admin.role.contractor,Contractor,Contractor,Contractor,Entrepreneur,Entrepreneur,Entrepreneur,Entrepreneur,"'admin.role.contractor':'Entrepreneur',",
fr,admin.role.coordinator,Coordinator,Coordinator,Coordinator,Coordinateur,Coordinateur,Coordinateur,Coordinateur,"'admin.role.coordinator':'Coordinateur',",
fr,admin.role.district_manager,District Manager,District Manager,District Manager,Chef de district,Chef de district,Chef de district,Chef de district,"'admin.role.district_manager':'Chef de district',",
fr,admin.role.guest,Guest,Guest,Guest,Client,Client,Client,Client,"'admin.role.guest':'Client',",
fr,admin.role.label.category,Category,Category,Category,Catégorie,Catégorie,Catégorie,Catégorie,"'admin.role.label.category':'Catégorie',",
fr,admin.role.label.general,General,General,General,Général,Général,Général,Général,"'admin.role.label.general':'Général',",
fr,admin.role.label.location_level,Location Organization,Location Organization,Location Organization,Lieu Organisation,Lieu Organisation,Lieu Organisation,Lieu Organisation,"'admin.role.label.location_level':'Lieu Organisation',",
fr,admin.role.label.name,Role Name,Role Name,Role Name,Nom de rôle,Nom de rôle,Nom de rôle,Nom de rôle,"'admin.role.label.name':'Nom de rôle',",
fr,admin.role.label.number_users,# of People,# of People,# of People,# de personnes,# de personnes,# de personnes,# de personnes,"'admin.role.label.number_users':'# de personnes',",
fr,admin.role.label.role_type,Role Type,Role Type,Role Type,Type de Rôle,Type de Rôle,Type de Rôle,Type de Rôle,"'admin.role.label.role_type':'Type de Rôle',",
fr,admin.role.one,Role,Role,Role,Rôle,Rôle,Rôle,Rôle,"'admin.role.one':'Rôle',",
fr,admin.role.other,Roles,Roles,Roles,Les rôles,Les rôles,Les rôles,Les rôles,"'admin.role.other':'Les rôles',",
fr,admin.role.regional_manager,Reginal Manager,Reginal Manager,Reginal Manager,Reginal Gestionnaire,Reginal Gestionnaire,Reginal Gestionnaire,Reginal Gestionnaire,"'admin.role.regional_manager':'Reginal Gestionnaire',",
fr,admin.role.search,Search Role,Search Role,Search Role,Recherche Rôle,Recherche Rôle,Recherche Rôle,Recherche Rôle,"'admin.role.search':'Recherche Rôle',",
fr,admin.role.store_manager,Store Manager,Store Manager,Store Manager,Directeur du magasin,Directeur du magasin,Directeur du magasin,Directeur du magasin,"'admin.role.store_manager':'Directeur du magasin',",
fr,admin.role.system_administrator,Administrator,Administrator,Administrator,administrateur,administrateur,administrateur,administrateur,"'admin.role.system_administrator':'administrateur',",
fr,admin.setting.one,Setting,Setting,Setting,Réglage,Réglage,Réglage,Réglage,"'admin.setting.one':'Réglage',",
fr,admin.setting.other,Settings,Settings,Settings,Paramètres,Paramètres,Paramètres,Paramètres,"'admin.setting.other':'Paramètres',",
fr,admin.template.one,Template,Template,Template,Modèle,Modèle,Modèle,Modèle,"'admin.template.one':'Modèle',",
fr,admin.template.other,Templates,Templates,Templates,Modèles,Modèles,Modèles,Modèles,"'admin.template.other':'Modèles',",
fr,admin.third_party.label.name,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.third_party.label.name':'prénom',",
fr,admin.third_party.label.number,Number,Number,Number,Numéro,Numéro,Numéro,Numéro,"'admin.third_party.label.number':'Numéro',",
fr,admin.title,Admin,Admin,Admin,Administrateur,Administrateur,Administrateur,Administrateur,"'admin.title':'Administrateur',",
fr,admin.translation.label.helper,Helper,Helper,Helper,Auxiliaire,Auxiliaire,Auxiliaire,Auxiliaire,"'admin.translation.label.helper':'Auxiliaire',",
fr,admin.translation.label.key,Key,Key,Key,Clé,Clé,Clé,Clé,"'admin.translation.label.key':'Clé',",
fr,admin.translation.label.translation,Translation,Translation,Translation,Traduction,Traduction,Traduction,Traduction,"'admin.translation.label.translation':'Traduction',",
fr,admin.translation.one,Translation,Translation,Translation,Traduction,Traduction,Traduction,Traduction,"'admin.translation.one':'Traduction',",
fr,admin.translation.other,Translations,Translations,Translations,Traductions,Traductions,Traductions,Traductions,"'admin.translation.other':'Traductions',",
fr,button.add,Add new {{model}},Add new _model}},Add new _model_var_,Ajouter un nouveau _model_var_,Ajouter un nouveau _model}},Ajouter un nouveau {{model}},Ajouter un nouveau {{model}},"'button.add':'Ajouter un nouveau {{model}}',",
fr,button.upload,Attach file,Attach file,Attach file,Pièce jointe,Pièce jointe,Pièce jointe,Pièce jointe,"'button.upload':'Pièce jointe',",
fr,crud.cancel.button,Cancel,Cancel,Cancel,Annuler,Annuler,Annuler,Annuler,"'crud.cancel.button':'Annuler',",
fr,crud.create.button,Create,Create,Create,Créer,Créer,Créer,Créer,"'crud.create.button':'Créer',",
fr,crud.create.error,Error creating {{model}}.,Error creating _model}}.,Error creating _model_var_.,Erreur de création _model_var_.,Erreur de création _model}}.,Erreur de création {{model}}.,Erreur de création {{model}}.,"'crud.create.error':'Erreur de création {{model}}.',",
fr,crud.create.success,{{model}} created successfully.,_model}} created successfully.,_model_var_ created successfully.,_model_var_ créé avec succès.,_model}} créé avec succès.,{{model}} créé avec succès.,{{model}} créé avec succès.,"'crud.create.success':'{{model}} créé avec succès.',",
fr,crud.delete.button,Delete,Delete,Delete,Effacer,Effacer,Effacer,Effacer,"'crud.delete.button':'Effacer',",
