LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
zh,activity.ticket.to_from,changed the {{type}} from ${{from}} $to ${{to}} ${{timestamp}},changed the _type}} from $_from}} $to $_to}} $_timestamp}},changed the _type_var_ from $_from_var_ $to $_to_var_ $_timestamp_var_,改变了_type_var_从$ _from_var_ $至$ _to_var_ $ _timestamp_var_,改变了_type}}从$ _from}} $至$ _to}} $ _timestamp}},改变了{{type}}从$ {{from}} $至$ {{to}} $ {{timestamp}},改变了{{type}}从${{from}} $至${{to}} ${{timestamp}},"'activity.ticket.to_from':'改变了{{type}}从${{from}} $至${{to}} ${{timestamp}}',",
zh,admin.address_type.office,Office,Office,Office,办公室,办公室,办公室,办公室,"'admin.address_type.office':'办公室',",
zh,admin.address_type.shipping,Shipping,Shipping,Shipping,送货,送货,送货,送货,"'admin.address_type.shipping':'送货',",
zh,admin.address.add,Add Address,Add Address,Add Address,添加地址,添加地址,添加地址,添加地址,"'admin.address.add':'添加地址',",
zh,admin.address.address,Street Address,Street Address,Street Address,街道地址,街道地址,街道地址,街道地址,"'admin.address.address':'街道地址',",
zh,admin.address.city,City,City,City,市,市,市,市,"'admin.address.city':'市',",
zh,admin.address.country.one,Country,Country,Country,国家,国家,国家,国家,"'admin.address.country.one':'国家',",
zh,admin.address.country.other,Countries,Countries,Countries,国家,国家,国家,国家,"'admin.address.country.other':'国家',",
zh,admin.address.country.select,Select a Country,Select a Country,Select a Country,选择一个国家,选择一个国家,选择一个国家,选择一个国家,"'admin.address.country.select':'选择一个国家',",
zh,admin.address.label,Type,Type,Type,类型,类型,类型,类型,"'admin.address.label':'类型',",
zh,admin.address.postal_code,Zip,Zip,Zip,拉链,拉链,拉链,拉链,"'admin.address.postal_code':'拉链',",
zh,admin.address.state.one,State,State,State,州,州,州,州,"'admin.address.state.one':'州',",
zh,admin.address.state.other,States,States,States,状态,状态,状态,状态,"'admin.address.state.other':'状态',",
zh,admin.address.state.select,Select a State,Select a State,Select a State,选择一个国家,选择一个国家,选择一个国家,选择一个国家,"'admin.address.state.select':'选择一个国家',",
zh,admin.addresstype.office,Office,Office,Office,办公室,办公室,办公室,办公室,"'admin.addresstype.office':'办公室',",
zh,admin.addresstype.shipping,Shipping,Shipping,Shipping,送货,送货,送货,送货,"'admin.addresstype.shipping':'送货',",
zh,admin.amount,Amount,Amount,Amount,量,量,量,量,"'admin.amount':'量',",
zh,admin.approval.one,Approval,Approval,Approval,审批,审批,审批,审批,"'admin.approval.one':'审批',",
zh,admin.approval.other,Approvals,Approvals,Approvals,认证,认证,认证,认证,"'admin.approval.other':'认证',",
zh,admin.assignment.one,Assignment Profile,Assignment Profile,Assignment Profile,转让个人资料,转让个人资料,转让个人资料,转让个人资料,"'admin.assignment.one':'转让个人资料',",
zh,admin.assignment.other,Assignment Profiles,Assignment Profiles,Assignment Profiles,分配简介,分配简介,分配简介,分配简介,"'admin.assignment.other':'分配简介',",
zh,admin.category.label.children,Sub Categories,Sub Categories,Sub Categories,子分类,子分类,子分类,子分类,"'admin.category.label.children':'子分类',",
zh,admin.category.label.cost_amount,Cost Amount,Cost Amount,Cost Amount,成本金额,成本金额,成本金额,成本金额,"'admin.category.label.cost_amount':'成本金额',",
zh,admin.category.label.cost_code,Cost Code,Cost Code,Cost Code,成本码,成本码,成本码,成本码,"'admin.category.label.cost_code':'成本码',",
zh,admin.category.label.cost_currency,Cost Currency,Cost Currency,Cost Currency,成本货币,成本货币,成本货币,成本货币,"'admin.category.label.cost_currency':'成本货币',",
zh,admin.category.label.description,Description,Description,Description,描述,描述,描述,描述,"'admin.category.label.description':'描述',",
zh,admin.category.label.general,General,General,General,一般,一般,一般,一般,"'admin.category.label.general':'一般',",
zh,admin.category.label.label,Label,Label,Label,标签,标签,标签,标签,"'admin.category.label.label':'标签',",
zh,admin.category.label.name,Name,Name,Name,名称,名称,名称,名称,"'admin.category.label.name':'名称',",
zh,admin.category.label.subcategory_label,Sub Category Label,Sub Category Label,Sub Category Label,子类别标签,子类别标签,子类别标签,子类别标签,"'admin.category.label.subcategory_label':'子类别标签',",
zh,admin.category.labelCat.issue,Issue,Issue,Issue,问题,问题,问题,问题,"'admin.category.labelCat.issue':'问题',",
zh,admin.category.labelCat.trade,Trade,Trade,Trade,行业,行业,行业,行业,"'admin.category.labelCat.trade':'行业',",
zh,admin.category.labelCat.type,Type,Type,Type,类型,类型,类型,类型,"'admin.category.labelCat.type':'类型',",
zh,admin.category.name.loss_prevention,Loss Prevention,Loss Prevention,Loss Prevention,防损,防损,防损,防损,"'admin.category.name.loss_prevention':'防损',",
zh,admin.category.name.maintenance,Maintenance,Maintenance,Maintenance,保养,保养,保养,保养,"'admin.category.name.maintenance':'保养',",
zh,admin.category.name.repair,Repair,Repair,Repair,修复,修复,修复,修复,"'admin.category.name.repair':'修复',",
zh,admin.category.one,Category,Category,Category,类别,类别,类别,类别,"'admin.category.one':'类别',",
zh,admin.category.other,Categories,Categories,Categories,分类,分类,分类,分类,"'admin.category.other':'分类',",
zh,admin.category.search,Search Categories,Search Categories,Search Categories,搜索类别,搜索类别,搜索类别,搜索类别,"'admin.category.search':'搜索类别',",
zh,admin.category.status.active,Active,Active,Active,活性,活性,活性,活性,"'admin.category.status.active':'活性',",
zh,admin.categoryType.one,Category Type,Category Type,Category Type,分类型,分类型,分类型,分类型,"'admin.categoryType.one':'分类型',",
zh,admin.categoryType.other,Category Types,Category Types,Category Types,分类类型,分类类型,分类类型,分类类型,"'admin.categoryType.other':'分类类型',",
zh,admin.company.one,Company,Company,Company,公司,公司,公司,公司,"'admin.company.one':'公司',",
zh,admin.company.other,Companies,Companies,Companies,公司,公司,公司,公司,"'admin.company.other':'公司',",
zh,admin.contractor.one,Contractor,Contractor,Contractor,承包商,承包商,承包商,承包商,"'admin.contractor.one':'承包商',",
zh,admin.contractor.other,Contractors,Contractors,Contractors,承包商,承包商,承包商,承包商,"'admin.contractor.other':'承包商',",
zh,admin.contractorAssignment.one,Contractor Assignment,Contractor Assignment,Contractor Assignment,承包商分配,承包商分配,承包商分配,承包商分配,"'admin.contractorAssignment.one':'承包商分配',",
zh,admin.contractorAssignment.other,Contractor Assignments,Contractor Assignments,Contractor Assignments,承包商分配,承包商分配,承包商分配,承包商分配,"'admin.contractorAssignment.other':'承包商分配',",
zh,admin.email.add,Add Email,Add Email,Add Email,添加电子邮件,添加电子邮件,添加电子邮件,添加电子邮件,"'admin.email.add':'添加电子邮件',",
zh,admin.emailtype.personal,Personal,Personal,Personal,个人,个人,个人,个人,"'admin.emailtype.personal':'个人',",
zh,admin.emailtype.work,Work,Work,Work,工作,工作,工作,工作,"'admin.emailtype.work':'工作',",
zh,admin.general.one,General Setting,General Setting,General Setting,一般设置,一般设置,一般设置,一般设置,"'admin.general.one':'一般设置',",
zh,admin.general.other,General Settings,General Settings,General Settings,常规设置,常规设置,常规设置,常规设置,"'admin.general.other':'常规设置',",
zh,admin.location.label.address.one,Address,Address,Address,地址,地址,地址,地址,"'admin.location.label.address.one':'地址',",
zh,admin.location.label.address.other,Addresses,Addresses,Addresses,地址,地址,地址,地址,"'admin.location.label.address.other':'地址',",
zh,admin.location.label.email.one,Email,Email,Email,电子邮件,电子邮件,电子邮件,电子邮件,"'admin.location.label.email.one':'电子邮件',",
zh,admin.location.label.email.other,Email,Email,Email,电子邮件,电子邮件,电子邮件,电子邮件,"'admin.location.label.email.other':'电子邮件',",
zh,admin.location.label.general,General,General,General,一般,一般,一般,一般,"'admin.location.label.general':'一般',",
zh,admin.location.label.location_level,Organization,Organization,Organization,组织,组织,组织,组织,"'admin.location.label.location_level':'组织',",
zh,admin.location.label.name,Name,Name,Name,名称,名称,名称,名称,"'admin.location.label.name':'名称',",
zh,admin.location.label.number,Number,Number,Number,数,数,数,数,"'admin.location.label.number':'数',",
zh,admin.location.label.phone_number.one,Phone Number,Phone Number,Phone Number,电话号码,电话号码,电话号码,电话号码,"'admin.location.label.phone_number.one':'电话号码',",
zh,admin.location.label.phone_number.other,Phone Numbers,Phone Numbers,Phone Numbers,电话号码,电话号码,电话号码,电话号码,"'admin.location.label.phone_number.other':'电话号码',",
zh,admin.location.label.status-name,Status,Status,Status,状态,状态,状态,状态,"'admin.location.label.status-name':'状态',",
zh,admin.location.one,Location,Location,Location,位置,位置,位置,位置,"'admin.location.one':'位置',",
zh,admin.location.other,Locations,Locations,Locations,地点,地点,地点,地点,"'admin.location.other':'地点',",
zh,admin.location.search,Search Locations,Search Locations,Search Locations,搜索位置,搜索位置,搜索位置,搜索位置,"'admin.location.search':'搜索位置',",
zh,admin.location.status.closed,Closed,Closed,Closed,关闭,关闭,关闭,关闭,"'admin.location.status.closed':'关闭',",
zh,admin.location.status.future,Future,Future,Future,未来,未来,未来,未来,"'admin.location.status.future':'未来',",
zh,admin.location.status.open,Open,Open,Open,打开,打开,打开,打开,"'admin.location.status.open':'打开',",
zh,admin.locationlevel.company,Company,Company,Company,公司,公司,公司,公司,"'admin.locationlevel.company':'公司',",
zh,admin.locationlevel.department,Department,Department,Department,部门,部门,部门,部门,"'admin.locationlevel.department':'部门',",
zh,admin.locationlevel.district,District,District,District,区,区,区,区,"'admin.locationlevel.district':'区',",
zh,admin.locationlevel.fmd,Facility Management District,Facility Management District,Facility Management District,设施管理区,设施管理区,设施管理区,设施管理区,"'admin.locationlevel.fmd':'设施管理区',",
zh,admin.locationlevel.fmu,Facility Management Region,Facility Management Region,Facility Management Region,设施管理区,设施管理区,设施管理区,设施管理区,"'admin.locationlevel.fmu':'设施管理区',",
zh,admin.locationlevel.label.childOrg,Child Organization(s),Child Organization(s),Child Organization(s),儿童组织（S）,儿童组织（S）,儿童组织（S）,儿童组织（S）,"'admin.locationlevel.label.childOrg':'儿童组织（S）',",
zh,admin.locationlevel.label.general,General,General,General,一般,一般,一般,一般,"'admin.locationlevel.label.general':'一般',",
zh,admin.locationlevel.label.name,Name,Name,Name,名称,名称,名称,名称,"'admin.locationlevel.label.name':'名称',",
zh,admin.locationlevel.one,Location Level,Location Level,Location Level,地点一层,地点一层,地点一层,地点一层,"'admin.locationlevel.one':'地点一层',",
zh,admin.locationlevel.other,Location Levels,Location Levels,Location Levels,位置水平,位置水平,位置水平,位置水平,"'admin.locationlevel.other':'位置水平',",
zh,admin.locationlevel.region,Region,Region,Region,地区,地区,地区,地区,"'admin.locationlevel.region':'地区',",
zh,admin.locationlevel.search,Search Location Levels,Search Location Levels,Search Location Levels,搜索位置水平,搜索位置水平,搜索位置水平,搜索位置水平,"'admin.locationlevel.search':'搜索位置水平',",
zh,admin.locationlevel.store,Store,Store,Store,商店,商店,商店,商店,"'admin.locationlevel.store':'商店',",
zh,admin.notification.one,Notification Profile,Notification Profile,Notification Profile,通知配置,通知配置,通知配置,通知配置,"'admin.notification.one':'通知配置',",
zh,admin.notification.other,Notification Profiles,Notification Profiles,Notification Profiles,通知简介,通知简介,通知简介,通知简介,"'admin.notification.other':'通知简介',",
zh,admin.person.label.address,Address,Address,Address,地址,地址,地址,地址,"'admin.person.label.address':'地址',",
zh,admin.person.label.auth_amount,Auth. Amount,Auth. Amount,Auth. Amount,验证。量,验证。量,验证。量,验证。量,"'admin.person.label.auth_amount':'验证。量',",
zh,admin.person.label.change_password,Change,Change,Change,更改,更改,更改,更改,"'admin.person.label.change_password':'更改',",
zh,admin.person.label.contact,Contact,Contact,Contact,联系,联系,联系,联系,"'admin.person.label.contact':'联系',",
zh,admin.person.label.credentials,Credentials,Credentials,Credentials,证书,证书,证书,证书,"'admin.person.label.credentials':'证书',",
zh,admin.person.label.email,Email,Email,Email,电子邮件,电子邮件,电子邮件,电子邮件,"'admin.person.label.email':'电子邮件',",
zh,admin.person.label.employee_id,Employee No.,Employee No.,Employee No.,员工号,员工号,员工号,员工号,"'admin.person.label.employee_id':'员工号',",
zh,admin.person.label.first_name,First Name,First Name,First Name,名字,名字,名字,名字,"'admin.person.label.first_name':'名字',",
zh,admin.person.label.fullname,Name,Name,Name,名称,名称,名称,名称,"'admin.person.label.fullname':'名称',",
zh,admin.person.label.general,General,General,General,一般,一般,一般,一般,"'admin.person.label.general':'一般',",
zh,admin.person.label.language,Language,Language,Language,语言,语言,语言,语言,"'admin.person.label.language':'语言',",
zh,admin.person.label.last_name,Last Name,Last Name,Last Name,姓,姓,姓,姓,"'admin.person.label.last_name':'姓',",
zh,admin.person.label.location,Location,Location,Location,位置,位置,位置,位置,"'admin.person.label.location':'位置',",
zh,admin.person.label.middle_initial,Middle,Middle,Middle,中间,中间,中间,中间,"'admin.person.label.middle_initial':'中间',",
zh,admin.person.label.password,Password,Password,Password,密码,密码,密码,密码,"'admin.person.label.password':'密码',",
zh,admin.person.label.phone_number.one,Phone Number,Phone Number,Phone Number,电话号码,电话号码,电话号码,电话号码,"'admin.person.label.phone_number.one':'电话号码',",
zh,admin.person.label.phone_number.other,Phone Numbers,Phone Numbers,Phone Numbers,电话号码,电话号码,电话号码,电话号码,"'admin.person.label.phone_number.other':'电话号码',",
zh,admin.person.label.role-name,Role,Role,Role,角色,角色,角色,角色,"'admin.person.label.role-name':'角色',",
zh,admin.person.label.status,Status,Status,Status,状态,状态,状态,状态,"'admin.person.label.status':'状态',",
zh,admin.person.label.title,Title,Title,Title,标题,标题,标题,标题,"'admin.person.label.title':'标题',",
zh,admin.person.label.username,Username,Username,Username,用户名,用户名,用户名,用户名,"'admin.person.label.username':'用户名',",
zh,admin.person.one,Person,Person,Person,人,人,人,人,"'admin.person.one':'人',",
zh,admin.person.other,People,People,People,人,人,人,人,"'admin.person.other':'人',",
zh,admin.person.search,Search People,Search People,Search People,搜索人,搜索人,搜索人,搜索人,"'admin.person.search':'搜索人',",
zh,admin.person.status.active,Active,Active,Active,活性,活性,活性,活性,"'admin.person.status.active':'活性',",
zh,admin.person.status.expired,Expired,Expired,Expired,过期,过期,过期,过期,"'admin.person.status.expired':'过期',",
zh,admin.person.status.inactive,Inactive,Inactive,Inactive,非活动,非活动,非活动,非活动,"'admin.person.status.inactive':'非活动',",
zh,admin.phone.add,Add Phone Number,Add Phone Number,Add Phone Number,添加电话号码,添加电话号码,添加电话号码,添加电话号码,"'admin.phone.add':'添加电话号码',",
zh,admin.phone.number,Phone Number,Phone Number,Phone Number,电话号码,电话号码,电话号码,电话号码,"'admin.phone.number':'电话号码',",
zh,admin.phone.numbers,Phone Numbers,Phone Numbers,Phone Numbers,电话号码,电话号码,电话号码,电话号码,"'admin.phone.numbers':'电话号码',",
zh,admin.phonenumbertype.mobile,Cell,Cell,Cell,细胞,细胞,细胞,细胞,"'admin.phonenumbertype.mobile':'细胞',",
zh,admin.phonenumbertype.office,Office,Office,Office,办公室,办公室,办公室,办公室,"'admin.phonenumbertype.office':'办公室',",
zh,admin.role.contractor,Contractor,Contractor,Contractor,承包商,承包商,承包商,承包商,"'admin.role.contractor':'承包商',",
zh,admin.role.coordinator,Coordinator,Coordinator,Coordinator,协调员,协调员,协调员,协调员,"'admin.role.coordinator':'协调员',",
zh,admin.role.district_manager,District Manager,District Manager,District Manager,区域经理,区域经理,区域经理,区域经理,"'admin.role.district_manager':'区域经理',",
zh,admin.role.guest,Guest,Guest,Guest,来宾,来宾,来宾,来宾,"'admin.role.guest':'来宾',",
zh,admin.role.label.category,Category,Category,Category,类别,类别,类别,类别,"'admin.role.label.category':'类别',",
zh,admin.role.label.general,General,General,General,一般,一般,一般,一般,"'admin.role.label.general':'一般',",
zh,admin.role.label.location_level,Location Organization,Location Organization,Location Organization,地点组织,地点组织,地点组织,地点组织,"'admin.role.label.location_level':'地点组织',",
zh,admin.role.label.name,Role Name,Role Name,Role Name,角色名称,角色名称,角色名称,角色名称,"'admin.role.label.name':'角色名称',",
zh,admin.role.label.number_users,# of People,# of People,# of People,＃人民,＃人民,＃人民,＃人民,"'admin.role.label.number_users':'＃人民',",
zh,admin.role.label.role_type,Role Type,Role Type,Role Type,角色类型,角色类型,角色类型,角色类型,"'admin.role.label.role_type':'角色类型',",
zh,admin.role.one,Role,Role,Role,角色,角色,角色,角色,"'admin.role.one':'角色',",
zh,admin.role.other,Roles,Roles,Roles,角色,角色,角色,角色,"'admin.role.other':'角色',",
zh,admin.role.regional_manager,Reginal Manager,Reginal Manager,Reginal Manager,新疆区域经理,新疆区域经理,新疆区域经理,新疆区域经理,"'admin.role.regional_manager':'新疆区域经理',",
zh,admin.role.search,Search Role,Search Role,Search Role,搜索角色,搜索角色,搜索角色,搜索角色,"'admin.role.search':'搜索角色',",
zh,admin.role.store_manager,Store Manager,Store Manager,Store Manager,店经理,店经理,店经理,店经理,"'admin.role.store_manager':'店经理',",
zh,admin.role.system_administrator,Administrator,Administrator,Administrator,管理员,管理员,管理员,管理员,"'admin.role.system_administrator':'管理员',",
zh,admin.setting.one,Setting,Setting,Setting,环境,环境,环境,环境,"'admin.setting.one':'环境',",
zh,admin.setting.other,Settings,Settings,Settings,设置,设置,设置,设置,"'admin.setting.other':'设置',",
zh,admin.template.one,Template,Template,Template,模板,模板,模板,模板,"'admin.template.one':'模板',",
zh,admin.template.other,Templates,Templates,Templates,模板,模板,模板,模板,"'admin.template.other':'模板',",
zh,admin.third_party.label.name,Name,Name,Name,名称,名称,名称,名称,"'admin.third_party.label.name':'名称',",
zh,admin.third_party.label.number,Number,Number,Number,数,数,数,数,"'admin.third_party.label.number':'数',",
zh,admin.title,Admin,Admin,Admin,管理员,管理员,管理员,管理员,"'admin.title':'管理员',",
zh,admin.translation.label.helper,Helper,Helper,Helper,帮手,帮手,帮手,帮手,"'admin.translation.label.helper':'帮手',",
zh,admin.translation.label.key,Key,Key,Key,键,键,键,键,"'admin.translation.label.key':'键',",
zh,admin.translation.label.translation,Translation,Translation,Translation,翻译,翻译,翻译,翻译,"'admin.translation.label.translation':'翻译',",
zh,admin.translation.one,Translation,Translation,Translation,翻译,翻译,翻译,翻译,"'admin.translation.one':'翻译',",
zh,admin.translation.other,Translations,Translations,Translations,翻译,翻译,翻译,翻译,"'admin.translation.other':'翻译',",
zh,button.add,Add new {{model}},Add new _model}},Add new _model_var_,新增_model_var_,新增_model}},新增{{model}},新增{{model}},"'button.add':'新增{{model}}',",
zh,button.upload,Attach file,Attach file,Attach file,添加附件,添加附件,添加附件,添加附件,"'button.upload':'添加附件',",
zh,crud.cancel.button,Cancel,Cancel,Cancel,取消,取消,取消,取消,"'crud.cancel.button':'取消',",
zh,crud.create.button,Create,Create,Create,创建,创建,创建,创建,"'crud.create.button':'创建',",
zh,crud.create.error,Error creating {{model}}.,Error creating _model}}.,Error creating _model_var_.,错误创建_model_var_。,错误创建_model}}。,错误创建{{model}}。,错误创建{{model}}。,"'crud.create.error':'错误创建{{model}}。',",
zh,crud.create.success,{{model}} created successfully.,_model}} created successfully.,_model_var_ created successfully.,_model_var_成功创建。,_model}}成功创建。,{{model}}成功创建。,{{model}}成功创建。,"'crud.create.success':'{{model}}成功创建。',",
zh,crud.delete.button,Delete,Delete,Delete,删除,删除,删除,删除,"'crud.delete.button':'删除',",
zh,crud.delete.confirm,Are you sure you want to delete {{model}} \'{{record}}\'?,Are you sure you want to delete _model}} \'_record}}\'?,Are you sure you want to delete _model_var_ \'_record_var_\'?,要删除_model_var_ \'_ record_var_ \'你确定吗？,要删除_model}} \'_ record}} \'你确定吗？,要删除{{model}} \'{{ record}} \'你确定吗？,要删除{{model}} \'{{ record}} \'你确定吗？,"'crud.delete.confirm':'要删除{{model}} \'{{ record}} \'你确定吗？',",
zh,crud.delete.error,Error deleting {{model}}.,Error deleting _model}}.,Error deleting _model_var_.,错误删除_model_var_。,错误删除_model}}。,错误删除{{model}}。,错误删除{{model}}。,"'crud.delete.error':'错误删除{{model}}。',",
zh,crud.restore.button,Restore,Restore,Restore,恢复,恢复,恢复,恢复,"'crud.restore.button':'恢复',",
zh,crud.restore.error,Error restoring {{model}},Error restoring _model}},Error restoring _model_var_,错误恢复_model_var_,错误恢复_model}},错误恢复{{model}},错误恢复{{model}},"'crud.restore.error':'错误恢复{{model}}',",
zh,crud.restore.success,{{model}} restored successfully.,_model}} restored successfully.,_model_var_ restored successfully.,_model_var_成功恢复。,_model}}成功恢复。,{{model}}成功恢复。,{{model}}成功恢复。,"'crud.restore.success':'{{model}}成功恢复。',",
zh,crud.save.button,Save,Save,Save,保存,保存,保存,保存,"'crud.save.button':'保存',",
zh,crud.save.error,Error saving {{model}}.,Error saving _model}}.,Error saving _model_var_.,错误保存_model_var_。,错误保存_model}}。,错误保存{{model}}。,错误保存{{model}}。,"'crud.save.error':'错误保存{{model}}。',",
zh,crud.save.success,{{model}} saved successfully.,_model}} saved successfully.,_model_var_ saved successfully.,_model_var_保存成功。,_model}}保存成功。,{{model}}保存成功。,{{model}}保存成功。,"'crud.save.success':'{{model}}保存成功。',",
zh,crud.titles.edit,Edit {{model}},Edit _model}},Edit _model_var_,编辑_model_var_,编辑_model}},编辑{{model}},编辑{{model}},"'crud.titles.edit':'编辑{{model}}',",
zh,crud.titles.new,New {{model}},New _model}},New _model_var_,新_model_var_,新_model}},新{{model}},新{{model}},"'crud.titles.new':'新{{model}}',",
zh,grid.reset_all_options,Reset All Options,Reset All Options,Reset All Options,重置所有选项,重置所有选项,重置所有选项,重置所有选项,"'grid.reset_all_options':'重置所有选项',",
zh,menu.home,Home,Home,Home,家,家,家,家,"'menu.home':'家',",
zh,modules.assets.titleShort,Assets,Assets,Assets,资产,资产,资产,资产,"'modules.assets.titleShort':'资产',",
zh,modules.invoices.titleShort,Invoices,Invoices,Invoices,发票,发票,发票,发票,"'modules.invoices.titleShort':'发票',",
zh,modules.pms.titleShort,PM,PM,PM,下午,下午,下午,下午,"'modules.pms.titleShort':'下午',",
zh,modules.projects.titleShort,Projects,Projects,Projects,工程,工程,工程,工程,"'modules.projects.titleShort':'工程',",
zh,modules.purchaseOrders.titleShort,Purchase Orders,Purchase Orders,Purchase Orders,订单,订单,订单,订单,"'modules.purchaseOrders.titleShort':'订单',",
zh,modules.rfqs.titleShort,RFQs,RFQs,RFQs,询价,询价,询价,询价,"'modules.rfqs.titleShort':'询价',",
zh,modules.tasks.titleShort,Tasks,Tasks,Tasks,任务,任务,任务,任务,"'modules.tasks.titleShort':'任务',",
zh,modules.tickets.titleShort,Tickets,Tickets,Tickets,门票,门票,门票,门票,"'modules.tickets.titleShort':'门票',",
zh,modules.workOrders.titleShort,Work Orders,Work Orders,Work Orders,工作订单,工作订单,工作订单,工作订单,"'modules.workOrders.titleShort':'工作订单',",
zh,ticket.created,{{requester}} created this ticket {{timestamp}},_requester}} created this ticket _timestamp}},_requester_var_ created this ticket _timestamp_var_,_requester_var_创造了这个票_timestamp_var_,_requester}}创造了这个票_timestamp}},{{requester}}创造了这个票{{timestamp}},{{requester}}创造了这个票{{timestamp}},"'ticket.created':'{{requester}}创造了这个票{{timestamp}}',",
zh,ticket.label.assignee-fullname,Assignee,Assignee,Assignee,受让人,受让人,受让人,受让人,"'ticket.label.assignee-fullname':'受让人',",
zh,ticket.label.category-name,Category,Category,Category,类别,类别,类别,类别,"'ticket.label.category-name':'类别',",
zh,ticket.label.cc,CC,CC,CC,CC,CC,CC,CC,"'ticket.label.cc':'CC',",
zh,ticket.label.created,Created,Created,Created,创建,创建,创建,创建,"'ticket.label.created':'创建',",
zh,ticket.label.formatted_date,Created,Created,Created,创建,创建,创建,创建,"'ticket.label.formatted_date':'创建',",
zh,ticket.label.location-name,Location,Location,Location,位置,位置,位置,位置,"'ticket.label.location-name':'位置',",
